Year,LogSalePrice,SqftLot,SqftAbove,SqftBasement,SqftLawn,Floors,Bedrooms,Bathrooms,Kitchens,Condition,Grade,OnlineGrade,YearsSince1900Built
2014,13.65299163,5250,2620,1280,0,1.5,5,3,1,5,8,9.4,31
2014,12.36734079,18000,1240,0,4401,1,3,1,0,2,7,5.8,43
2015,13.9552725,6788,1760,0,683,2,3,1.75,1,3,7,7.3,40
2014,12.84132585,1377,1290,120,0,2,3,2.25,1,3,7,7.3,105
2014,13.62374454,11964,2780,0,2941,2,3,2.5,1,3,9,7.4,109
2014,13.87330766,3825,2480,750,0,2,5,3.25,1,3,9,7.9,114
2014,13.68767719,8764,3180,1420,2380,2,5,3.5,1,3,10,8.2,107
2014,12.93313804,4421,1440,0,0,1,3,2,0,3,8,7.3,107
2014,13.13072829,1687,1200,0,0,3,2,1.5,2,3,8,7.4,108
2015,12.95157506,5703,2793,0,2109,2,4,3,1,3,9,7.3,109
2015,13.65905439,5050,2970,0,2816,2,4,2.5,1,3,8,7.5,114
2015,12.84792653,3218,850,590,0,1,3,2,0,3,7,6.9,108
2014,13.27078338,1026,1480,0,0,3,3,2.25,2,3,8,7.4,114
2015,12.84000047,5333,1870,0,1908,2,3,2.5,1,3,8,7.1,112
2014,12.70654486,4000,2475,0,0,2,4,2.75,1,3,7,6.8,114
2014,13.73408356,7024,2950,0,2248,2,4,2.5,1,3,10,8.1,112
2015,13.17968844,905,1410,0,0,3,3,2.25,2,3,9,8,114
2014,12.80488167,3712,2240,0,3712,2,4,2.5,1,3,8,6.9,114
2015,13.63512712,6500,3230,0,1619,2,5,2.75,1,3,9,7.8,114
2014,12.8967167,31550,2100,0,13617,1,3,2,0,3,8,7,110
2014,12.73346036,9495,1936,0,4491,1,3,2.25,0,3,8,7.2,113
2015,12.94789094,6000,3120,0,1332,2,3,2.5,1,3,9,7.9,107
2015,13.10826445,4270,2070,0,0,2,4,2.5,1,3,8,7.3,110
2014,13.38472764,4500,3700,0,0,2,4,2.5,1,3,9,7.7,107
2014,13.03024809,5205,2130,0,5205,2,3,2.5,1,3,8,7.5,113
2014,12.95984445,997,1540,80,0,2.5,3,2.25,1,3,8,7.3,110
2015,12.75995776,2478,1490,0,0,3,3,2.5,2,3,8,7.1,109
2014,13.85558667,7232,4180,0,924,2,5,4,1,3,9,7.9,114
2014,12.60819885,1262,1160,240,525,2,2,2.5,1,3,8,7.3,108
2014,14.04979185,9170,3490,0,92,2,4,3.75,1,3,9,7.7,112
2014,11.9511804,6098,1300,0,0,1,3,1,0,3,7,6.9,113
2015,12.67451255,4962,2730,0,0,2,4,2.5,1,3,8,7.2,106
2014,12.52088339,2517,1830,0,0,2,3,2.5,1,3,8,7.2,105
2014,12.9692122,4500,2340,0,1588,2,5,2.5,1,3,7,7,109
2014,12.49799571,1899,1410,0,0,2,3,1.75,1,3,8,7.4,114
2015,12.82112314,8254,1930,0,425,2,3,2.5,1,3,7,6.9,114
2015,13.08154138,18055,3028,0,7040,2,6,5,1,3,7,6.6,105
2014,12.99453001,4869,2390,790,1923,2,4,3.5,1,3,8,7.1,107
2015,13.64080473,4161,2210,740,2555,2,4,3.25,1,3,10,8,114
2015,13.19002203,1276,1430,0,0,3,3,3.25,2,3,8,7.6,107
2014,12.5776362,1275,1020,0,1052,3,2,1.5,2,3,8,7.5,108
2014,12.82125828,1793,1650,0,0,3,3,2.5,2,3,8,7.2,107
2015,12.91164235,651,1060,0,0,3,3,2,2,3,7,7.1,107
2014,13.12122473,6019,2620,0,0,2,4,2.75,1,3,8,7.4,113
2014,12.52452638,3868,1830,0,103,2,4,2.5,1,3,7,6.9,107
2014,12.67607627,844,798,200,0,2,3,2.25,1,3,7,7.1,107
2014,12.95984445,4427,2070,0,0,2,4,2.5,1,3,7,7,107
2015,14.18707411,2199,2860,0,0,3,4,3.5,2,3,10,8.1,113
2015,12.7367009,5688,1920,0,0,1,3,2,0,3,9,7.7,107
2014,12.61120436,2046,920,290,102,2,3,2.5,1,3,9,7.6,108
2014,13.67158245,12039,3590,1300,0,2,5,3.5,1,3,9,7.6,114
2014,13.48700649,17038,3420,0,3432,2,4,2.5,1,3,9,8,107
2014,13.03898177,3225,2070,800,2699,2,4,3.5,1,3,9,7.4,106
2014,12.8346813,2042,1600,0,0,2,3,2.5,1,3,8,7.2,105
2015,12.86405886,1829,960,0,0,2,2,1.5,1,3,7,6.7,105
2015,12.54254488,5639,1740,0,2104,1,3,2.75,0,3,7,7.1,110
2014,12.79107767,4725,2575,0,0,2,4,2.5,1,3,8,7,111
2014,13.573439,11995,3660,0,4385,2,5,3.25,1,3,10,8.1,106
2015,12.95984445,1230,940,480,0,2,3,2.25,1,3,8,7.1,109
2015,13.26212532,7200,3070,0,0,2,5,2.5,1,3,8,7.3,105
2015,13.04979268,144619,1920,0,46548,1,3,2.5,0,3,8,7.3,114
2015,14.4306962,10335,4160,0,154,2,4,3.25,1,3,10,8.2,114
2015,13.48700649,10801,3276,0,0,2,4,3.25,1,3,9,7.5,108
2014,12.87390202,5000,1310,1580,112,1,5,3.75,0,3,7,7,106
2015,14.60623807,10177,3430,0,3250,2,3,2.5,1,3,10,8.2,114
2014,13.86875744,3979,2610,780,2192,2,4,3.5,1,3,9,8.1,114
2014,13.72667934,14980,2930,0,3953,2,6,3.75,1,3,9,7.8,113
2015,13.23925713,1314,1300,0,0,3,2,2.25,2,3,8,7.3,108
2014,12.7628272,1208,1040,210,0,2,2,1.75,1,3,7,7,107
2014,12.8346813,7800,2310,0,3275,2,4,2.5,1,3,8,7.3,111
2014,13.08143721,1336,1360,0,0,3,2,2.25,2,3,8,7.3,108
2015,12.67294638,5100,2020,0,0,2,4,2.5,1,3,7,7.2,110
2014,12.69158046,1067,1270,0,1052,3,3,1.5,2,3,8,7,109
2014,13.13361385,8092,2790,0,3889,2,4,2.75,1,3,8,7.1,113
2015,12.7367009,4142,2320,0,0,2,4,2.5,1,3,7,6.7,110
2015,12.4292162,6351,1750,0,3247,2,3,2.5,1,3,7,6.8,112
2014,12.76425884,4596,2030,0,0,2,4,2.5,1,3,8,7.2,114
2015,12.58021907,865,1080,190,0,2,3,2.5,1,3,7,6.7,108
2015,13.48003782,2356,2230,480,1064,2,5,3.25,1,3,8,7.5,113
2014,13.44437441,8433,2520,0,1076,2,4,2.75,1,3,8,7.4,114
2014,12.95984445,1263,1340,0,1263,3,2,2.5,2,3,8,7.3,108
2015,13.3954393,1281,1570,0,294,3,2,3,2,3,8,7.4,114
2014,12.79372041,5564,2690,0,4027,2,4,3.5,1,3,7,6.9,107
2014,12.67576373,4276,2475,0,1217,2,4,2.75,1,3,7,7.2,114
2015,13.18439877,2050,1170,1090,2050,2,3,3.75,1,3,9,7.6,110
2015,12.58107855,863,840,0,863,3,2,1,2,3,8,7.2,108
2014,13.42246797,1330,1030,690,1161,2,3,3.25,1,3,8,7.3,104
2015,13.69334292,6500,2940,0,1873,3,3,2.25,2,3,9,7.6,114
2014,14.18707411,9090,4170,0,6701,2,5,3.5,1,3,10,8,108
2014,13.5670492,10000,2950,1360,3891,2,6,4.25,1,3,8,7.3,108
2014,13.64109765,7200,3010,0,1308,2,4,2.75,1,3,9,7.5,114
2015,13.3770056,1984,2170,0,1492,2.5,3,2.5,1,3,8,7.2,108
2014,12.47990931,3200,1584,0,3200,2,3,2.5,1,3,7,7,111
2014,12.7512997,1290,1110,0,0,3,2,2.25,2,3,8,7.2,106
2014,13.13231371,5006,2420,0,0,2,4,2.5,1,3,8,7.3,113
2014,13.16638026,1210,1340,90,0,2,2,2.25,1,3,8,7.5,105
2014,12.89921983,4788,2393,0,0,2,3,2.5,1,3,8,7.2,112
2014,13.2048646,949,1240,0,0,3,3,2.25,2,3,8,7.2,108
2014,13.11231304,12075,1910,1070,1339,1,4,2.5,0,3,8,7.3,107
2014,13.21766447,6587,2260,710,912,2,4,3.5,1,3,8,7.2,114
2015,12.69941126,5720,2329,0,3971,2,3,2.5,1,3,8,7,110
2015,13.44444688,9075,2600,740,3796,2,5,3.25,1,3,8,7.1,105
2015,13.41950061,2875,2580,0,227,2,4,2.25,1,3,9,7.4,115
2014,12.85953,3906,2029,0,1374,2,3,2.5,1,3,9,7.6,114
2014,13.5670492,6500,3050,380,713,2,4,2.75,1,3,9,7.6,106
2014,14.13396429,5042,2470,860,0,2,5,3.75,1,3,9,7.8,114
2015,13.76523569,5081,3220,0,0,2,5,3.5,1,3,8,7.8,113
2015,12.72173655,750,1150,90,0,2,2,2.25,1,3,7,6.8,108
2014,13.10011777,1249,1240,260,191,2,3,3.5,1,3,8,7,104
2015,13.30468493,8345,3530,0,3066,2,3,3,1,3,10,7.7,106
2014,12.54966235,915,1020,240,360,2,3,2.25,1,3,8,7.5,107
2014,12.99906516,8485,3222,946,1975,2,4,4,1,3,10,8.1,107
2015,12.30138283,2850,1030,0,0,2,2,1.5,1,3,7,6.8,95
2015,13.10011777,5598,3080,0,3435,2,3,2.5,1,3,8,7.1,106
2014,12.4292162,4339,1072,0,2151,2,3,1.5,1,3,7,6.7,109
2014,13.09037517,5000,2790,0,3835,2,4,2.75,1,3,8,7.2,114
2015,14.33430435,16972,3590,500,5202,2,3,2.5,1,3,11,8.5,107
2015,13.01700286,4357,1800,0,0,2,3,2.5,1,3,8,7.3,113
2014,12.60819885,1276,830,0,0,2,2,1.5,1,3,7,7,105
2014,13.01700286,4557,2280,0,0,2,3,2.5,1,3,8,7.3,110
2015,13.27936713,1286,1710,400,316,2,4,3,1,3,9,7.9,107
2014,13.39999511,1680,1570,0,0,3,3,2.25,2,3,8,7.2,114
2014,12.6165253,1333,830,0,1333,2,2,1.5,1,3,7,7,105
2014,13.76416463,8258,4120,0,864,2,4,3.75,1,3,10,8.1,112
2014,13.54106055,5760,2540,0,2952,2,4,2.5,1,3,9,7.9,109
2015,12.77987307,4000,2050,0,2003,2,4,2.75,1,3,8,7,114
2014,13.69892056,7242,3080,0,2112,2,4,2.75,1,3,9,8,114
2014,13.35315759,1984,2220,170,149,2,3,2.5,1,3,8,7.3,108
2015,13.5211395,5100,3170,0,1421,2,4,2.5,1,3,9,7.8,112
2014,12.84766334,1331,1050,190,0,2,2,1.5,1,3,7,6.7,107
2014,12.72188581,1139,960,130,1139,2,3,2.5,1,3,8,7.3,109
2014,13.6035542,6324,3210,1420,530,2,5,4.5,1,3,9,7.7,106
2014,13.25330392,5899,3230,0,0,2,4,2.5,1,3,8,7.2,112
2014,13.4911645,9263,3510,0,4463,2,4,3.5,1,3,10,7.9,101
2014,12.54966235,2552,1785,0,0,2,4,2.5,1,3,8,7.3,109
2014,13.25321619,3873,1990,370,0,2,5,3.25,1,3,8,7.3,106
2015,12.86099861,9716,2340,0,6562,1,4,2,0,3,7,7,109
2014,12.94800999,1075,1540,80,641,3,3,2.25,2,3,8,7.5,109
2014,14.62644077,3452,2890,1000,2980,2,3,3.25,1,3,12,8.7,106
2014,14.00199012,5335,3140,450,1461,2,4,3.5,1,3,9,7.7,106
2014,12.58450908,4460,1984,0,0,2,4,3,1,3,7,6.8,112
2015,13.3770056,1023,1640,0,1023,3,3,2.25,2,3,8,7.6,114
2015,12.62642637,942,1350,0,0,3,4,2,2,3,7,7,108
2015,13.10113974,5707,2000,730,4027,2,4,3.5,1,3,8,7.5,111
2015,14.27483234,11063,4750,860,0,3,4,4,2,3,11,8.5,106
2015,12.87390202,1992,962,0,1992,2,2,1,1,3,7,7.2,112
2014,13.61094339,4006,2350,690,2811,2,4,3.5,1,3,8,7.5,113
2015,13.48561664,10578,2010,530,2763,2,3,3.5,1,3,9,7.5,114
2015,12.71050789,4800,2240,0,754,2,4,2.5,1,3,8,7.2,114
2014,12.40901349,1270,1040,220,0,2,3,1.5,1,3,7,6.9,105
2014,13.04979268,7200,2410,800,1793,2,5,4,1,3,8,7.3,111
2014,13.27078338,1171,1470,150,1171,3,3,2.5,2,3,8,7.4,108
2015,13.19932442,1972,1180,400,0,2.5,3,2,1,3,8,7.3,107
2014,12.8967167,1250,1430,0,1222,3,3,2.5,2,3,7,6.8,107
2014,12.70076889,5388,1850,0,0,2,4,2.5,1,3,8,7,109
2015,13.46026317,5314,3340,0,3378,2,4,2.5,1,3,10,8.1,110
2014,12.91902245,4800,2670,0,0,2,3,2.75,1,3,8,7.4,114
2015,14.78670606,16200,4660,0,0,2,5,4.25,1,3,11,8.6,105
2014,13.00582956,930,1060,490,0,2,3,2.5,1,3,8,7.1,106
2014,13.41875739,6651,3470,0,3912,2,4,2.5,1,3,9,7.9,105
2014,13.19561384,7014,3010,0,4041,2,3,2.5,1,3,8,7.6,109
2014,13.01700286,9497,2650,1281,2063,2,5,3.5,1,3,10,7.7,114
2014,12.80077975,2700,1800,0,0,2,3,2.5,1,3,8,7.4,111
2014,12.93591331,1551,1570,0,0,3,3,2.5,2,3,8,7.5,108
2015,13.42977455,3939,2230,0,1588,2,3,2.5,1,3,8,7.3,114
2014,12.5776362,7292,2423,0,4446,2,4,2.5,1,3,8,7.1,105
2014,12.34583459,1174,790,370,883,2,3,2,1,3,7,7.1,107
2015,12.99441636,4666,1440,0,952,1,2,2,0,3,8,7.6,110
2014,12.76540268,3723,2052,0,905,2,4,2.5,1,3,8,7.5,114
2014,13.21767356,9272,2780,0,4894,2,5,2.5,1,3,8,7.6,114
2015,13.86430072,5750,2960,760,1777,2,4,4.25,1,3,9,7.7,106
2015,13.39239051,1851,1180,280,764,2,2,2.25,1,3,9,7.9,114
2014,12.86099861,1540,1100,270,127,2,3,3.5,1,3,8,7,106
2015,13.50079844,6110,2510,1090,0,2,6,4.5,1,3,9,8,112
2014,13.16915154,1282,1420,0,0,3,3,2.25,2,3,8,7.2,106
2014,12.81855192,895,670,310,0,2,2,2.5,1,3,8,7.3,109
2014,13.14196991,2700,1790,0,0,2,3,2.5,1,3,8,7.6,110
2014,12.54966235,5399,2010,0,8,2,3,2.5,1,3,7,7.1,106
2014,12.86841262,4200,2370,0,3041,2,3,2.5,1,3,8,7.3,114
2014,12.86099861,6238,2560,0,4686,2,4,2.5,1,3,8,7.3,107
2014,13.19188944,6224,1900,0,3660,2,3,2.5,1,3,7,6.9,105
2014,12.88664104,1493,1050,300,141,2,2,2.25,1,3,8,7.3,107
2014,13.20854107,6717,2650,0,1382,2,4,2.75,1,3,10,8.1,114
2015,13.48003782,7035,3020,0,3921,2,4,2.5,1,3,9,7.9,101
2014,12.75995776,2255,1500,0,0,2,3,2.5,1,3,7,6.9,105
2014,13.0280527,1014,1320,0,834,3,3,1.75,2,3,9,7.9,115
2014,13.26212532,7644,3120,0,260,2,4,2.75,1,3,10,7.8,110
2014,13.01689174,1270,1540,0,0,3,3,2.25,2,3,7,7.1,114
2014,12.80490915,2790,1800,0,2790,2,3,2.5,1,3,8,7.4,111
2014,13.74614976,6389,3640,0,185,2,4,2.5,1,3,9,7.7,114
2014,13.47302025,4153,2440,0,0,2,3,2.5,1,3,9,7.8,103
2015,13.76420674,7314,3970,0,3444,2,4,4,1,3,9,7.9,114
2014,12.69768181,4200,2060,0,427,2,3,2.5,1,3,8,7.3,114
2014,12.72369313,4600,2538,0,1043,2,3,2.5,1,3,8,7.6,113
2014,14.24241095,8076,3400,870,3279,2,5,4.5,1,3,11,8.1,107
2014,12.61137107,3150,1320,0,36,2,3,2.5,1,3,7,7,105
2014,13.77676973,5700,3340,0,4069,2,4,2.75,1,3,11,8.4,113
2014,12.88872747,1679,1590,0,1510,2,2,2.5,1,3,8,7.2,112
2014,12.94647071,4500,2710,0,1439,2,5,2.75,1,3,8,7.4,114
2014,13.73212895,7258,3140,0,3892,2,4,2.75,1,3,10,7.9,106
2014,12.81038861,1028,1300,145,0,2,3,2.25,1,3,7,6.8,105
2014,13.08154138,5000,2430,0,2299,2,4,2.5,1,3,7,7,109
2014,12.86876062,915,1100,270,0,2,3,3.25,1,3,8,7.2,106
2015,14.65707774,9520,3610,1440,967,2,4,3.5,1,3,11,8.2,107
2015,13.50079981,1290,1240,620,0,2,3,2.5,1,3,9,7.9,110
2014,13.76421726,6000,3570,1760,0,2,5,3.75,1,3,10,8.1,106
2014,12.79104981,2171,1400,310,475,2,3,3.25,1,3,7,6.8,114
2014,12.89584163,4120,2650,0,3129,2,4,2.5,1,3,8,7.3,114
2014,13.18063229,7891,2590,0,5013,2,4,2.5,1,3,9,7.8,106
2014,13.32180423,5562,2610,0,0,2,4,2.5,1,3,9,7.5,113
2014,12.98564978,1235,1600,170,1235,3,3,2.5,2,3,8,7.3,107
2014,13.73754902,8014,3730,0,1923,2,4,2.75,1,3,10,8.2,112
2015,13.01689174,5244,2420,0,0,2,4,2.5,1,3,9,7.6,107
2014,13.54107371,7399,3330,0,0,2,4,2.5,1,3,9,7.7,109
2014,12.58792789,3481,1910,0,0,2,3,2.25,1,3,8,7.2,109
2015,13.45166712,7665,2170,0,4404,1,2,2.5,0,3,8,7.2,113
2014,12.56024446,5136,2437,0,3444,2,3,2.5,1,3,7,6.8,111
2014,14.04326745,12042,4180,0,4384,2,5,4,1,3,10,8.1,114
2014,12.84766334,2791,1800,0,258,2,3,2.5,1,3,8,7.4,111
2015,13.06473426,7412,2570,0,1939,2,5,2.5,1,3,8,7.2,106
2014,12.61153775,5195,2090,0,0,2,4,2.5,1,3,7,6.8,107
2014,12.51355735,3960,2789,0,3960,2,4,2.5,1,3,7,6.8,107
2014,12.94418124,5893,2906,0,1700,2,4,2.5,1,3,9,7.7,114
2014,13.04979268,6405,2550,0,1335,2,5,2.5,1,3,7,6.7,108
2014,13.39991935,9400,3550,0,1497,2,4,2.75,1,3,9,7.6,114
2015,13.09180107,926,1590,0,926,3,3,2.25,2,3,8,7.6,114
2015,12.79107767,1968,1160,790,1968,2,3,2.25,1,4,7,8.1,79
2014,13.15965916,4500,3250,0,0,2,4,2.5,1,3,8,7.4,109
2014,14.35200393,14685,4590,0,117,2,5,4.5,1,3,10,8.3,109
2014,13.19002203,7201,3070,0,2317,2,4,2.75,1,3,9,7.5,106
2015,13.34222154,7644,2830,200,856,2,4,3.25,1,3,8,7.4,106
2014,13.15192218,5845,2610,0,2105,2,3,2.5,1,3,8,7.2,105
2014,12.70684793,6202,3150,0,986,2,4,3.5,1,3,7,6.8,105
2015,12.66980666,983,1240,0,0,3,3,1.5,2,3,8,7.4,109
2014,12.99225469,2801,1680,0,281,2,3,2.5,1,3,7,7,111
2015,13.19932442,5279,2220,0,0,2,3,2.5,1,3,8,7.1,106
2014,13.89154524,12727,4800,0,1038,2,4,3.25,1,3,10,8.2,111
2015,12.98310131,4699,3100,0,3617,2,4,2.5,1,3,9,8.1,110
2015,14.80876233,89651,7850,0,27210,2,4,4,1,3,12,8.7,106
2014,13.91082074,5625,3590,0,2902,2,4,2.75,1,3,10,8.1,112
2015,12.58952048,942,1590,0,942,3,4,2,2,3,7,6.9,108
2015,12.70076889,4800,2242,0,0,2,3,2.5,1,3,8,7.3,113
2014,13.21767356,3582,1720,770,0,2,3,3.5,1,3,8,7.5,105
2015,13.383188,1442,1530,0,405,3,3,2,2,3,9,7.6,115
2014,12.98310131,3143,2150,0,0,2,4,2.5,1,3,7,7,110
2014,13.34550693,4800,2440,0,275,2,3,2.5,1,3,10,8,114
2015,12.9360338,1483,1270,0,0,3,3,1.5,2,3,8,7.4,107
2014,12.89921983,4706,1450,0,4706,2,3,2.25,1,3,7,7.1,109
2014,13.79428692,4047,2690,0,0,3,3,2.5,2,3,10,8.3,114
2015,13.34590685,4831,2755,0,0,2,4,2.5,1,3,7,7.3,103
2014,13.40754232,3474,2230,420,144,2,4,3.5,1,3,8,7.4,111
2014,13.28703,3075,1730,580,1992,2,3,3.25,1,3,8,6.9,105
2015,12.98768847,1452,1140,320,969,2,2,3,1,3,8,7.1,107
2014,12.67607627,9000,1400,0,1559,1,3,1,0,5,7,8.5,59
2015,12.71739814,7475,2196,0,3266,2,3,2.5,1,3,8,7.2,106
2014,12.97154049,2750,1680,340,0,2,3,2.25,1,3,8,7.3,108
2014,13.8110004,8465,4280,0,319,2,5,4.5,1,3,10,8.1,114
2014,12.96658404,5002,2340,0,3408,2,3,3,1,3,8,7.4,113
2014,12.72185596,4228,2220,0,1202,2,4,2.5,1,3,8,7.3,114
2015,13.72065028,5940,3410,1010,1896,2,4,4,1,3,10,8.3,106
2015,12.25486281,4961,1580,0,2688,2,3,2,1,3,7,6.7,106
2015,13.76735969,6558,3550,0,2354,2,4,2.75,1,3,9,7.6,113
2015,13.34149891,851,1420,90,0,3,2,1.75,2,3,8,7.3,113
2014,13.15192218,1419,1040,320,1419,2,3,3.5,1,3,8,7.3,107
2015,12.76568843,13590,2040,0,5480,2,3,2.5,1,3,8,7.4,109
2014,12.64432758,912,1120,0,672,3,1,1.5,2,3,7,7,111
2014,13.45883561,5099,3390,1100,240,2,4,3.5,1,3,9,7.7,106
2014,13.71865488,6786,2930,630,1247,2,4,2.5,1,3,9,7.7,114
2014,13.51643044,5760,2150,0,0,1,2,2.5,0,3,8,7.4,110
2014,12.88664104,5088,1840,290,0,2,3,2.5,1,3,8,7.5,111
2015,13.23560277,6370,2990,0,2021,2,5,2.75,1,3,8,7.4,114
2014,12.27839331,8000,1847,0,2468,2,4,2.5,1,3,7,6.7,108
2015,12.87390202,7227,2610,0,3396,2,4,2.5,1,3,9,7.8,111
2015,12.95984445,107157,1670,0,38278,1,3,2.25,0,3,7,7,107
2015,13.06473426,415126,1860,0,140266,2,3,2.5,1,3,7,7,106
2015,14.1006895,9776,3440,0,1302,2,4,3.5,1,3,10,8.1,106
2014,13.45166712,9364,3510,0,4572,2,4,3.5,1,3,10,7.8,101
2015,13.20854107,1279,1740,0,291,3,3,2.5,2,3,8,7.1,108
2014,12.8737738,5500,2240,0,2487,2,4,2.5,1,3,8,7.2,113
2015,12.84792653,1485,1550,0,0,3,3,2.25,2,3,8,7.1,111
2014,12.57345506,745,1390,0,594,3,4,2,2,3,7,6.7,108
2015,12.97733761,6000,2500,0,4589,2,3,3,1,3,8,7.2,112
2014,13.32937755,3326,1650,1060,1756,2,3,3.5,1,3,8,7.5,105
2014,13.12236338,3012,1720,0,257,2,3,2.5,1,3,9,7.6,111
2014,13.32937755,1146,1760,0,0,3,3,2.25,2,3,9,7.9,114
2014,13.12236338,8196,1150,1120,432,1,4,2.25,0,5,7,8.6,63
2014,13.34069537,1765,1370,320,0,2,3,3.5,1,3,8,7.7,106
2015,13.5960415,9234,4000,0,971,2,5,3.5,1,3,9,7.5,115
2014,14.04662228,9003,2880,0,0,2,4,2.5,1,3,10,8.1,108
2015,13.3029334,1531,1480,0,1531,3,3,2.5,2,3,8,7.7,114
2015,12.97154049,4949,1950,0,3343,2,3,2.5,1,3,7,7,109
2014,13.15192218,5150,2700,0,552,2,4,2.75,1,3,9,7.4,109
2014,14.04820832,3917,1500,710,0,2,2,3,1,3,10,8.1,108
2014,12.89921983,3692,2370,0,1447,2.5,4,3.5,1,3,8,7.4,113
2015,12.87390202,1254,850,460,1254,2,3,2.5,1,3,7,7.1,107
2014,13.01700286,4293,2410,0,0,2,3,2.5,1,3,7,6.7,107
2014,13.59859135,5402,3360,0,0,2,5,1.5,1,3,9,7.7,114
2015,13.62313867,4155,2350,690,0,2,4,3.25,1,3,8,7.5,113
2014,12.98310131,6355,2140,0,1896,2,4,2.25,1,3,7,6.9,102
2014,12.89420728,1715,1240,480,0,2,3,2.5,1,3,7,6.8,104
2014,12.92781943,3960,2658,0,2000,2,4,2.5,1,3,9,7.9,114
2014,12.66032792,983,1180,300,0,2,3,3.25,1,3,8,7,113
2014,13.0280527,1209,1350,0,1209,3,2,2,2,3,8,7.3,113
2015,13.02353702,1194,1020,130,0,2,3,2.5,1,3,8,7.3,106
2014,12.84792653,1468,1380,310,0,2,3,1.75,1,3,8,7.4,108
2014,12.7367009,1916,1270,0,0,2,2,1.75,1,3,8,7,112
2014,12.92379048,5080,2655,0,482,2,3,2.5,1,3,8,7.1,113
2015,12.79385931,1165,880,0,0,2,2,1,1,3,8,7.3,105
2015,14.28238429,7757,3855,790,0,2,4,4.25,1,3,10,8.1,106
2014,12.99453001,1443,1270,0,1443,3,3,1.5,2,3,8,6.8,107
2014,13.50079981,95950,1728,0,32525,1,2,1.75,0,3,9,7.5,112
2014,12.91902245,7221,1950,0,0,1,3,2.25,0,4,8,8.2,106
2014,13.61705962,3862,3170,0,2414,3,4,2.5,2,3,8,7.1,108
2014,12.79385931,1244,963,270,0,2,2,2.5,1,3,7,6.9,107
2014,12.73667148,4600,2570,0,785,2,3,2.5,1,3,8,7.1,114
2014,13.15192218,1020,1560,0,0,3,3,2,2,3,8,7.3,114
2015,13.20117456,1166,1020,610,1166,2,3,1.75,1,3,8,7,113
2015,12.8346813,7245,2510,0,3586,2,4,2.5,1,3,9,7.7,107
2014,12.67607627,5780,2223,0,1182,2,4,2.5,1,3,8,7.3,110
2015,12.69158046,1058,1160,70,0,2,2,2.25,1,3,7,6.9,108
2015,13.51440547,7520,3050,0,4112,2,5,2.75,1,3,8,7.4,114
2014,13.01700286,6220,2710,0,0,2,5,2.75,1,3,8,7.1,114
2014,13.0280527,4400,2090,0,105,2,4,2.5,1,3,8,7.3,111
2015,12.58621995,1068,1160,280,0,2,3,2.5,1,3,8,7.1,106
2014,13.38472764,51836,1510,990,10993,1,3,2.5,0,3,9,7.7,113
2015,13.18063229,7872,2740,0,2561,2,4,2.75,1,3,10,8.1,115
2014,13.62917496,6120,3360,0,0,2,5,3.25,1,3,9,7.8,114
2014,12.88664104,5013,2280,0,2003,2,4,2.75,1,3,8,7.6,109
2014,13.66467604,5500,3520,0,3832,2,4,2.75,1,3,9,8,114
2014,12.74402694,826,1100,220,826,2,2,1.5,1,3,8,7.1,108
2014,13.51845132,5838,3410,0,2941,2,4,2.75,1,3,9,7.8,112
2014,12.7512997,9388,1390,1340,338,1,3,2.25,0,3,7,6.9,75
2014,13.00132505,2778,1530,250,0,2,3,2.5,1,3,8,7.1,107
2014,12.46843691,4337,1427,0,4149,2,3,2.5,1,3,7,6.7,109
2014,13.60478953,6555,2910,0,1443,2,4,2.5,1,3,9,7.6,105
2014,13.25339164,5600,3250,0,0,2,4,2.75,1,3,8,7.4,111
2015,14.26218159,8100,3630,0,2136,2,5,3.5,1,3,10,8.2,108
2014,13.64115717,975,1680,0,0,3,2,2.5,2,3,9,7.4,109
2015,13.76421726,2296,1890,390,2296,3,3,2.5,2,3,9,7.7,113
2015,13.25829189,4682,2380,930,0,2,3,2.5,1,3,9,7.7,115
2014,12.62806706,1112,1290,0,1112,3,3,3,2,3,7,7,108
2014,14.3431933,7067,3230,710,4,2,5,4.75,1,3,10,8.2,108
2014,13.00582956,6000,1630,540,3410,2,4,2.5,1,3,7,6.9,108
2014,13.59361623,8059,3290,0,0,2,4,3.5,1,3,9,7.7,112
2014,13.47442771,5376,2550,0,2284,2,3,2.5,1,3,9,7.3,104
2014,12.50060619,977,850,290,540,2,3,2.25,1,3,7,7.1,108
2014,12.67607627,3825,2300,0,2525,2,4,2.5,1,3,7,6.8,112
2014,13.12236338,5001,1640,1030,225,1,4,3.25,0,3,9,7.8,113
2014,13.35605114,6651,2440,0,2392,2,4,2.5,1,3,9,7.6,114
2015,13.65299163,2210,1611,0,0,2,2,2.5,1,3,10,7.9,105
2014,13.30468493,3290,1650,1060,242,2,3,3.5,1,3,8,7.2,106
2014,13.80394392,16807,2015,0,7368,2,3,2.75,1,3,9,7.7,107
2015,12.97208917,5166,2714,730,0,2,4,3.25,1,3,8,7.2,114
2014,14.05178354,9576,3060,0,4102,2,3,2.5,1,3,10,8.1,105
2015,13.44372198,2772,2050,0,2772,2,4,2.5,1,3,8,7.4,113
2014,12.0725584,1882,1390,0,0,2,3,1.5,1,3,7,6.8,114
